Title,Readership,Commants,PostingTime,Influence,SplitWords,Label
大盘今天补2804点缺口，今天继续上演千股跌停。,1543,6,20190509,20.61592807,补 缺口 上演 千股 跌停,
前两天还很多淫说50要腰斩了，今天不说了？[大笑][大,2716,5,20180417,17.45187542,前两天 淫 说 腰斩 说 大笑,
哪位大神帮忙看一下，这还有救吗？,1922,66,20200725,215.6493137,哪位 大神 帮忙 救,
本轮上证指数调整极限区间在3475-3505，重点搏击以下,2025,21,20220116,69.40724876,本轮 调整 极限 区间 重点 搏击,
三大指数集体翻红，半导体后市分析与投资思路分享,9453,22,20220713,72.89144938,三大 集体 翻红 半导体 分析 投资 思路 分享,
个股为毛就涨那么一点啊？,1461,6,20190519,20.60762758,个股 毛 涨 一点,
周五了回顾一下本周一发的剧本！大金融涨了。农业涨。,1438,6,20211112,20.60521561,周五 本周一 发 剧本 涨 涨,
逼近第一目标后的操作,60246,786,20221112,2556.172975,逼近 第一 目标 操作,
今日计划，哈空调不板止盈，涨停持有，二进三重点关注,10815,5,20210419,17.66190928,计划 不板 止盈 涨停 持有 二进 三 重点 关注,
福特汽车年报不及预期，2月5日股价下跌9.48%，特斯拉,1594,8,20200206,27.12087091,福特 年报 不及 股价 下跌 特斯拉,
基金经理手下有不少非法枪手，到各处放冷枪，就是逼散,2290,11,20210206,36.92594242,基金经理 手下 非法 枪手 各处 放冷枪 逼散,
大盘简析：整体人气不足，但个股机会很多！,1195,3,20220530,10.82707877,简析 整体 人气 个股 机会,
新亚与中期已经封板，留意今天量的定向，提醒自己，力,1859,7,20220624,23.89424779,新亚 中期 封板 留意 量 定向 提醒 力,
紧急提醒所有人！今天的A股，你慌不慌？马上啰嗦几句,4335,27,20220907,89.02294619,紧急 提醒 所有人 慌 慌 啰嗦 几句,
外围市场崩了，下周我们大A能否独善其身？,7843,28,20220612,92.36306878,外围 崩 A 独善其身,
亏出血了几天去了十来万明天最后一天打算退出股市[哭],1192,10,20210415,33.57669669,亏 出血 几天 十来 打算 退出 股市 哭,
定心丸！拿着就好啦！别怕！新高马上来了[鼓掌],1274,18,20200819,59.5868093,定心丸 别怕 新高 鼓掌,
很久没有送股了,10739,24,20180625,79.41083734,很久没 送股,
今天是8月11日，20点11分钟，今天A股突然大涨，原因终,6552,40,20220811,131.3357309,分钟 大涨 原因 终,
新能源的风险感受到了没啊？昨天还有人问我锂矿，之前,1285,12,20211224,40.08811609,新能源 风险 感受 没 人问 锂 矿,
11.16午间分享,12048,88,20211116,287.4283202,午间 分享,
【长线，长线，长线】懒人模式，怎么做好？！！,2332,25,20221013,82.42870499,长线 长线 长线 懒人 模式 做好,
晚间A股重要消息面解读!外资今天买了这些股票！,4177,9,20211215,30.51730257,晚间 消息面 解读 外资 股票,
我大A啥时候，能抬头做人[微笑],1880,3,20180121,10.89595525,我大 A 啥时候 抬头 做人 微笑,
6日向下震荡3036点，下周一向下震荡3010点，下周二开,1795,18,20220505,59.63892256,向下 震荡 下周一 向下 震荡 点下 周二 开,
2022：新的起点，新的征程！[拜神][拜神][拜神][火箭],1229,85,20220104,277.3313432,新 起点 新 征程 拜神 拜神 拜神 火箭,
对沪指的看法与操作策略短期看日K:3627之上，3717之下,2411,66,20211214,215.683769,沪 指 操作 策略 短期 看日 之上 之下,
至正股份 尾盘要拉了 赶紧买入 最后一次提示,1643,3,20180228,10.87547315,至正 股份 尾盘 拉 赶紧 提示,
今天如果按照昨天刘昌松老师的预测暴跌就要开始了哈哈,3882,121,20220628,394.5061694,刘昌松 老师 暴跌,
要芭比Q了吗,43987,352,20220122,1145.625164,芭比 Q,
各路大神我想请教下 2500左右留下的那个缺口真的就不,2267,13,20190401,43.42440803,各路 大神 想 请教 留下 缺口 真的,
小级别短期预期走势图，只限于分析不构成买卖依据，今,3351,15,20210325,49.98381105,级别 短期 走势图 限于 分析 买卖,
浪里个浪随便浪,1446,4,20180515,14.1060589,浪里个 浪 随便 浪,
MACD顶背离，快跑吧，哈哈,2257,4,20190201,14.17373605,MACD 顶背离 快,
周末复盘，下星期大盘有可能过前高，因为这里距离前高,1250,7,20200830,23.8339185,复盘 下星期 过前 高 距离 前高,
社融数据超预期，今天加仓看这几个方向！,8624,21,20220712,69.62749806,社融 数据 超预期 几个,
论美股的顶部。谁若唱空美股，会被所有人耻笑，我当然,2349,3,20200213,10.92980906,顶部 唱空 所有人 耻笑,
明天跌破3000,2944,5,20180705,17.46412823,跌破,
《每日一帖，向着50万目标》净资产65859 当日盈亏1317,1169,49,20220317,160.3237351,一帖 目标 净资产 当日 盈亏,
[赚大了][看多][看多]每天在个股吧发贴[买入][买入][,10651,19,20180829,63.15958663,赚大 看多 看多 个股 发贴,
昨夜，美股大涨。其实，不管美股涨不涨，都难以阻止A,4993,18,20191016,59.79442655,昨夜 大涨 涨 不涨都难 阻止 A,
信创火爆全网，题材板块揭竿而起！到底还有哪些投资机,1023,8,20221111,27.05345647,信创 火爆 全网 题材 揭竿而起 投资 机,
我静静瞧着白马.白酒等高位股.心里数着数..,4048,4,20180807,14.26253418,静静 瞧 白马 白酒 高位 股 数 着数,
小时三线全红，今天似12-14号,2820,20,20210201,66.20758719,小时 三线 全红 似,
顶级的交易者都是野生的。当然这种野生并不是指生于荒,5509,28,20210603,92.30937547,顶级 交易者 野生 野生 指 生于 荒,
今天把能卖的全卖了，损失有点惨，但值得,1833,16,20200225,53.14210686,卖 全卖 损失 惨 值得,
工行、招行创9年新高！券商股小荷才露尖尖角！,10481,25,20180306,82.65714095,工行 创 新高 券商 股小荷 露 尖尖角,
我也想说说～方向问题！[牛][牛][牛][牛][牛],2625,20,20190405,66.19669526,想 牛牛 牛牛 牛,
今天大盘:高开回落在次高位区间震荡下杀反抽；收跌。,4878,55,20200327,180.0408846,高开 回落 次 高位 区间 震荡 杀 反 抽收 跌,
考虑逐步回补7.10-20出的仓位了，中线没动。,1037,7,20210129,23.80552256,回补 出 仓位 中线 没,
抱团是意识流，不会瓦解，只是转移！[想一下][想一下],7776,37,20210224,121.6117647,抱团 意识流 瓦解 转移 想 想,
坚定不买股、不看股、不听股吹,5145,12,20180803,40.29898488,坚定 不买股 看股 听 股 吹,
我们常说，资本市场是资金驱动的市场，即买方市场和卖,3297,11,20200626,36.98134163,常说 资金 驱动 买方市场 卖,
下周破3000，继续休息,1419,13,20220513,43.35319384,破 休息,
节目预告：明天大奇迹日，主攻板块：电力、金融券商或,1279,30,20220706,98.58740469,节目预告 奇迹 主攻 券商,
疾风知劲草，烈火见真金！我乃五百年前大闹天空练就火,4201,12,20200609,40.26817344,疾风知劲草 烈火 见 真金 五百年 前 大闹 天空 练就 火,
盘前放水，立竿见影！,2033,21,20220822,69.40784808,盘前 放水 立竿见影,
上半年发行了200多家，真正有科技含量的没有几家，业,4189,7,20180202,24.01773863,上半年 发行 多家 科技含量 几家 业,
假没主板没有权重股，主力就和小散处同一起跑线了，主,1065,5,20190603,17.30957236,假 没 主板 权重股 主力 小散 处 起跑线 主,
交易系统本身是一个框架，也是一个拘束，他给了你一个,17726,127,20200723,414.2370138,交易系统 框架 拘束,
【太极下周前方导航】 变盘时间节点五月底六月初离我,1016,10,20220528,33.5524128,太极 前方 导航 变盘 时间 节点 五月 底 六月 初离,
今日大盘，意料之中，清理之中，周五说到了，大盘一旦,12728,130,20211129,423.9366661,意料之中 清理 之中 周五 说,
纯阳的500万实盘日记，8月9日今日战况:+144000。目前,4431,31,20210809,102.0262756,纯阳 万实盘 日记 战况,
利空满天飞！沪指跌1.66%逼近3400，白酒股遭重挫，互,3421,3,20210820,10.98695358,利空 满天飞 沪 指跌 逼近 白酒 股遭 重挫 互,
临近3100点关口，小心主力诱多！,1578,13,20220513,43.36933745,临近 关口 小心 主力 诱多,
一句七字等底摸------,2795,17,20220430,56.45623363,一句 七字 底 摸,
药酒新能源光伏芯片谁最强？谁是机会谁是风险？,1088,3,20221018,10.81282011,药酒 新能源 光伏 芯片 最强 机会 风险,
形成头部了，大跌要来了。,1201,9,20200108,30.32784005,头部 大跌 要来,
狙击【6.8复盘】：继续！翻倍计划！本号主要记录个人,1153,6,20220608,20.57164026,狙击 复盘 翻倍 计划 本号,
A股三分之一股票创了今年新低,3145,12,20220421,40.22416723,三分之一 股票 创了 新低,
军工板块开始崛起，我个人十分看好高德红外，开盘无脑,1354,6,20210820,20.59606653,军工 崛起 看好 高德 红外 开盘 无脑,
20200109周四收盘贴。昨天收盘贴说，收盘贴海豚预测提,4095,23,20200109,76.01428887,周四 收盘 贴 收盘 贴 说 收盘 贴 海豚 提,
回头一看，中国股市几乎连续下跌了一个月。我既然在这,3697,4,20180719,14.24874731,回头一看 股市 连续 下跌 一个月,
下午补量突破，大反转开始,1691,5,20180421,17.37985026,补量 突破 反转,
国外确诊数量连续走势图，大家可以参考何时出现拐点！,2665,9,20200305,30.44899402,国外 确诊 数量 连续 走势图 参考 拐点,
西水股份，首创股份可以补仓了,2971,3,20180318,10.96551593,补仓,
2.19早评牛年A股第二个交易日 A股能否大翻身？,13074,5,20210219,17.69074297,早评 牛年 第二个 交易日 翻身,
下来吧，别装逼了,4327,9,20180825,30.52266541,装逼,
【每天开盘前发的区间意义】，区间顶底可作为开仓平仓,2235,29,20220826,95.42224713,开盘 前发 区间 意义 区间 顶底 开仓 平仓,
大家早上好。这几天一直看世界杯，没时间看盘，其实这,1871,12,20221130,40.14522583,早上好 几天 世界杯 没 时间 看盘,
三个账户，销掉了两个户，还剩这个，今天把资金全转出,1308,46,20220927,150.5908127,三个 账户 销掉 两个 户 剩 资金 全转出,
从长远来说，生物医疗和科技的机会是最大的，也是最确,1873,8,20200213,27.14538822,长远 生物 机会 最确,
磨磨唧唧的就不能一步到位吗,15754,15,20180318,50.21908679,磨磨 唧唧 一步到位,
继续短跑，看今天谁来逞强……,10683,19,20220225,63.16004263,短跑 逞强,
没啥好说，大盘指数再次新底了，短线还是看反弹，但是,5287,54,20220921,176.8031233,没 说 新底 短线 反弹,
7月份的利润损失殆尽，股市普通波动赚钱，牛市反而亏,2843,27,20200727,88.9588219,月份 利润 损失 殆尽 股市 波动 赚钱 亏,
股海多娇：市场中，如何克服不良的操作行为？按消除失,13926,132,20200327,430.4503392,股海 多娇 克服 不良 操作 消除 失,
恭喜今天挣钱的朋友，希望大盘好起来，大家挣更多的钱,1549,36,20200729,118.116518,恭喜 挣钱 朋友 希望 挣 更 钱,
额想挑战的人一个一个的来,1466,3,20190826,10.85814689,额想 挑战,
明日变盘大盘何去何从?,13315,118,20220421,384.9435194,变盘 何去何从,
操作反了。反思中！,2399,17,20200225,56.43301059,操作 反 反思,
9.16中午分享炒股理念,1181,8,20220916,27.07528746,分享 炒股 理念,
不必恐慌，探底回升？（11.29盘前个人想法分享）,12236,95,20211129,310.1806738,恐慌 回升 盘前 想法 分享,
周日好[献花]谈大盘，各股，没人能判断和预测准，那是,2181,77,20220220,251.4185295,周日 献花 谈 各股 没人能 判断 准,
这可以叫股灾吗？,31471,62,20180827,203.0742687,股灾,
4.11策略：基建工程逆市上涨，今天如何应对？,2366,4,20220411,14.18090516,策略 基建工程 逆市 上涨 应对,
说几个股票吧，大涨时一些人说普涨分析也就那样！当分,1338,3,20190409,10.84425964,说 几个 股票 大涨 说 普涨 分析 当分,
3月指数何去何从,1977,3,20190407,10.90360233,何去何从,
这两天真是做妖股的人的狂欢，我是不建议普通人做的，,1355,14,20211215,46.59617875,做 狂欢 建议 普通人 做,
四层仓位减了[加油][加油][加油],1779,3,20190210,10.88756158,四层 仓位 减了 加油 加油 加油,
大盘走势分析1：今天大盘收了根大阴线，开始加速调整,28561,6,20221219,21.05952069,大盘走势 分析 收 根大 阴线 加速 调整,
明天上午反弹，但还会折腾,7246,130,20220106,423.8510344,反弹 折腾,
半导体走高能否持续？大盘修复2900点是否入场信号？,1332,3,20221031,10.84357648,半导体 走高 持续 修复 入场 信号,
2022/12/16周五晚间复盘大家晚上好，今天从早出门到现,1631,14,20221216,46.62435889,周五 晚间 复盘 早 出门 到现,
今天亏损2768这个月回本无望了时间已经不够了$卓胜微(,1646,26,20220121,85.62575044,亏损 回本 无望 时间 卓胜微,
"3.5策略：今天阻力3506～3514、3531,支撑：3480、3466",1410,19,20210305,62.85222669,策略 阻力 支撑,
大a资金总是在流出，为什么大盘还能涨，我只能想到的,2019,11,20200608,36.90679771,a 资金 流出 涨 只能 想到,
休息回来，继续奋战！很多人还是处于纠结之中，特别是,1567,5,20210706,17.36827415,休息 回来 奋战 处于 纠结 之中,
2019年沪指稳在2900，立帖为证！,1226,3,20191019,10.83097166,沪 指稳 立帖 为证,
操作贴：医疗连跌能补吗？半导体军工强势下车吗？,1729,4,20220810,14.13322825,操作 贴 连跌 能补 半导体 军工 强势 下车,
再次精确预判大盘的走势！已经连续8周没有失手！这里,39028,233,20200917,758.8569817,精确 走势 连续 失手,
沪指经昨日回调，本轮走势已十分清楚，形态上可以有几,2582,8,20200725,27.19418468,沪 指经 回调 本轮 走势 形态,
只做概率大的事！,2452,15,20190515,49.93633216,做 概率 事,
这几天无语了，一直在小涨，明天能来个大涨吗,1536,12,20210422,40.11523693,几天 无语 小涨 大涨,
去寻找我心中的完美图形！技术派常说的一句话，炒股就,5046,135,20210716,440.0460315,寻找 心中 完美 图形 技术 派常 说 一句 话 炒股,
上涨谁也留不住。A50开盘直线上涨。很多人已经赔傻了,46744,117,20200414,381.8844041,上涨 留不住 开盘 直线 上涨 赔 傻,
下周开启连续暴跌模式[大笑][大笑][胜利],5994,61,20200306,199.5722009,开启 连续 暴跌 模式 大笑 大笑 胜利,
跌的时候不敢买、怕在跌、涨的时候拿不住、唉、你怕跌,1040,9,20200722,30.30596167,跌 不敢买 怕 跌涨 拿不住 怕 跌,
从巴菲特的持仓中我们能分析出来，他这一辈子成功的秘,1811,7,20210228,23.89027146,巴菲特 持仓 分析 一辈子 成功的 秘,
有没有人比我牛逼的啊？康佳、钱江摩托、科华恒盛、南,2783,17,20200221,56.45557962,有没有 人比 牛逼 康佳 科华恒 盛南,
破3256，买票上车……赶紧,2683,4,20180222,14.20001724,破 买票 上车 赶紧,
A股节后怎么走 说说大龙的看法,3317,3,20210612,10.98226092,节后 走 大龙,
天高地迥，觉宇宙之无穷。 否及泰来，识虚盈之有数。(,64752,98,20190324,320.1839386,天高地迥 觉 宇宙 无穷 否及 泰来 识 虚盈 有数,
12.17午间分享,8749,146,20211217,475.8796854,午间 分享,
大家早上好[献花][献花][献花]今日操作策略：周五已跟,4687,45,20190729,147.5348132,早上好 献花 献花 献花 操作 策略 周五,
美股调也进入5浪杀跌末端了，也要有个中期反抽了大盘,11645,250,20220922,813.9231488,调 浪 杀跌 末端 中期 反 抽,
华菱钢铁反弹不反弹看周一开盘，如果低开一个点内并且,1470,29,20210910,95.35856107,反弹 反弹 周一 开盘 低开 一个点,
这主力控盘相当牛逼，估计航天工程，远达环保，鸿达兴,1376,13,20210714,43.34851645,主力 控盘 牛逼 工程 远达 鸿达 兴,
老衲看盘（12月13日收评）,1005,5,20191213,17.30075812,老衲 看盘,
熬~这个字听着就不舒服。大盘上下振幅，我们选出的好,19827,217,20210120,706.75404,熬 字 听 舒服 振幅 选出,
没有价值得市场怎么投资！,3675,14,20180501,46.74784007,价值 投资,
天下，是天下人的天下，不是你的。,2875,4,20180921,14.21052325,天下 天下人 天下,
$A50期指当月连续(SGX|CN00Y)$今天尾盘大幅减仓至不到,2587,48,20220613,157.1944788,期指 当月 连续 尾盘 大幅 不到,
美指。,5312,39,20200309,128.0538403,美指,
9.5盘后随笔：连续三天成交量低于8000亿 气氛诡谲 等,10119,43,20220906,141.1517982,盘后 随笔 连续 三天 成交量 低于 亿 气氛 诡谲,
沪深股市7.28早评：昨天调整美如画，今天沪深股市反弹,1315,14,20220728,46.59162401,沪深股市 早评 调整 美如画 沪深股市 反弹,
黄斌汉：全球大刺激+全球大放水=未来是超级牛市！,11554,69,20200403,225.6719563,黄斌汉 全球 刺激 全球 放水 超级,
华润钱包优惠券,2659,4,20190324,14.19865142,华润 钱包 优惠券,
周五美股全线上涨，下周A股继续拉升？,4694,13,20220911,43.53504008,周五 全线 上涨 拉升,
荣辱与共，等待是值得的！黄光裕出狱，最开心的，一定,1703,7,20200625,23.88092513,荣辱与共 等待 值得的 黄光裕 出狱 开心,
《再无破绽》用空间法则经过3个多月中长线个股的投资,6216,39,20210227,128.0777289,破绽 空间 法则 多月 中长线 个股 投资,
什么也阻挡不住你下跌的脚步,1158,28,20180123,92.072298,阻挡 不住 下跌 脚步,
两大重磅利好！离岸人民币涨超千点，外资抄底百亿，A,4881,10,20221129,33.79097808,两大 重磅 利好 离岸 涨超 千点 外资 抄底 百亿 A,
3月26日A股市场高度板：15板:顺控发展(次新股)5板:同,1076,14,20210326,46.56113429,高度 板 板顺控 板同,
香蕉一号呼叫茄子二号,1860,3,20180221,10.89432953,香蕉 一号 呼叫 茄子 二号,
从15分钟，30分钟，60分钟来看，股价明天会回落。所以,9455,60,20221014,196.3914815,分钟 分钟 分钟 股价 回落,
【分析】在大股东全力支持下，云南城投股价要连续大涨,3716,46,20210227,150.7495265,分析 大股东 全力支持 股价 连续 大涨,
上证寻求“市场底”，说2支适合潜伏的个股,2402,3,20220422,10.93320055,寻求 底 说 支 适合 潜伏 个股,
4.07盘前个人想法分享,21782,91,20210407,297.2683342,盘前 想法 分享,
阿狸复盘7.6,11841,19,20220706,63.17568593,阿狸 复盘,
$华兰生物(SZ002007)$$华兰疫苗(SZ301207)$$上证指数(,1684,3,20220618,10.87921973,华兰 疫苗,
5月13日 轻指数重个股，中小盘上游资票比较活跃,1932,8,20220512,27.15010249,轻 重 个股 小盘 游资 票 活跃,
坚决反对用行政手段暴力干扰市场,2952,5,20180210,17.46454072,反对 行政 手段 暴力 干扰,
45万操作笔记（2022.7.7）：已满仓，我有闲钱可加仓,3289,16,20220707,53.23097236,操作 笔记 闲钱,
今日复盘今天的大盘简直搞笑，因为印花税调整直接午后,7539,32,20210604,105.3570598,复盘 搞笑 印花税 调整 午后,
浅浅未眠疑入梦，所觉似是又似非，心中多扰辗转夜，最,7923,60,20200424,196.3646114,浅浅 未眠 疑 入梦 所觉 似 似非 心中 多扰 辗转 夜,
从今天的量能走势上来看，依然看涨。本观点纯属个人认,1014,10,20210714,33.55211328,量 走势 依然 看涨 观点 纯属 认,
股海多娇：交易技术从来不是死路，只不过没有尽头而已,4743,33,20210418,108.5366186,股海 多娇 交易 技术 从来不 死路 只不过 尽头,
晚上复盘，A股，又到了大浪淘沙，去伪存真的时候！本,1021,11,20220303,36.80315901,复盘 大浪淘沙 去伪存真,
我的破产之路8.17,2816,75,20210817,244.9573714,破产 之路,
3250抄底，融资加满，跌破3200也是最后诱空，干干干！,1047,8,20200917,27.05698134,抄底 融资 加满 跌破 诱空 干干 干,
股市下跌几点原因,9110,4,20180803,14.38583143,股市 下跌 几点 原因,
今年的盈利快回吐完了，吐了三分之二了！明天估计那三,1436,7,20190529,23.85500405,盈利 快 回吐 完 吐 三分之二 三,
回答了股友们提出的“为什么很多人交易十几年都做不到,4796,33,20210421,108.5383077,回答 股友们 提出 交易 十几年 做 不到,
大盘走势分析：1：今天大盘走出了极端走势，上证大跌4,9137,63,20220315,206.1362813,大盘走势 分析 走出 走势 大跌,
一针见血：四句话说龙虎榜一，大游资敢翘板被套?人家,4656,61,20220706,199.5338045,一针见血 四句 龙虎榜 一大 游资 敢 翘板 被套,
大盘大概率止跌企稳！可适度乐观看多了！,2871,114,20221026,371.7103116,概率 止跌企稳 适度 乐观 看多,
券商上涨的理由只有一个，那就是牛市莅临，此时券商股,1594,10,20210517,33.62087091,券商 上涨 理由 莅临 券商 股,
沪指量价背离信号，但事实真的是如此吗？,4196,20,20221206,66.26799242,沪 指 量价背离 信号 事实 真的,
[大笑][大笑][胜利]你懂的,1108,10,20200522,33.56558892,大笑 大笑 胜利 懂,
1113 隔行评论，20:30分结束跟代码,9667,41,20180326,134.6448521,隔行 评论 结束 代码,
咋说呢，不知道你们前段时间有没有减仓，为防止后市再,1018,14,20211220,46.55271172,说 前段时间 有没有,
短线好股票的识别：(1)买入量较小，卖出量特大，股价,2051,6,20200113,20.65918798,短线 好股票 识别 量 卖出 量 特大 股价,
2022.1.28通过几个关键指数判断底部到底还差多少,3090,22,20220128,72.72148547,几个 关键 判断 底部 差,
有不少股民乱JJ，炒房资金永远不能进入股市，你买一套,6569,6,20180828,20.83612474,股民 乱 JJ 炒房 资金 永远 股市 一套,
002326永太科技：《1》第一波：光刻胶题材“大补涨”,12049,5,20200603,17.67833285,永太 第一波 光刻胶 题材 补涨,
9日下跌，节后下跌，完成C浪才有景色宜人,9770,48,20201009,157.3964631,下跌 节后 下跌 C 浪才 景色宜人,
每日实盘，买买买，埋埋埋[捂脸],1121,24,20210708,79.06736196,实盘 买买 埋 埋 埋 捂 脸,
注意市场存在的可能性套路:明早可能深踩，让今日午盘,1040,6,20200707,20.55596167,可能性 套路 明早 深 踩 午盘,
企稳，有个过程，3280点见！,1080,18,20210322,59.56169831,企稳 有个 过程 点见,
大盘下3206再反弹3306～3330间震荡缠绕三周才九月底下,2589,25,20200812,82.44459622,反弹 间 震荡 缠绕 三周 九月底,
近期观点及主题重点规划,2086,4,20210301,14.16176001,近期 观点 主题 重点 规划,
稍安勿躁，2008年金融风暴都安全过来，2020年金融风暴,1023,10,20200320,33.55345647,稍安 勿躁 金融风暴 金融风暴,
我是追涨杀跌的小猪，这一次上涨没有追，因为我的追涨,4027,33,20210624,108.5117436,追涨杀跌 小猪 上涨 追 追涨,
5.10复盘之前布局如何应对！1.先说一下今天分享的如何,1150,12,20220510,40.07124424,复盘 布局 应对 先说 分享,
其实，有时候我发的那些人生感悟跟股市无关，我发在这,1661,7,20201011,23.87712937,有时候 我发 人生 感悟 股市 无关 我发,
晓晨从2600点就开始唱空，就开始说双头，一路走来3000,1889,4,20190407,14.14668119,晓晨 唱空 说 双头 一路 走来,
大盘今天就两个目标全部实现，第一个，拿下3614，第二,20213,174,20211026,567.0069708,两个 目标 第一个 拿下,
只要你进入股市，没有内部关系的没有信息资源的就是一,1072,3,20190310,10.81056817,股市 内部 关系,
严厉打击操纵小盘股、业绩差股、概念股及大提升了投资,2415,3,20180629,10.934021,严厉打击 操纵 小盘股 业 绩差股 概念股 及大 提升 投资,
午盘大盘又跳水！发什么什么？板块切换，下一个热点在,3685,6,20220629,20.74825312,午盘 跳水 发 切换 热点,
外因只是导火索！,2237,18,20220614,59.67238309,外因 导火索,
人生不易还需努力！通货膨胀难以逆转，该如何过好生活,2459,5,20220716,17.43676549,人生 不易 需 努力 通货膨胀 难以 逆转 过好 生活,
1.12日；根据地周末乱谈股,38222,164,20190310,534.6038097,根据地 乱 谈股,
他奶奶逼的 老资亏得来家都不认识了  总资产都不敢看,2816,4,20180125,14.20737143,奶奶 逼 老资 亏得 来家 总资产,
中午收盘！面对早盘的低开反击动作，是不是很多人感到,1379,3,20211129,10.84884749,收盘 面对 早盘 低开 反击 动作 感到,
明天还有大跌。神机大锅盖牢不可破，今天所有多头又一,6326,24,20200819,79.33039522,大跌 神机 锅盖 牢不可破 多头,
谁有好的票介绍一下，此帖长期有效，要求有题材，有业,23231,60,20180914,196.5281238,票 介绍 此帖 长期有效 题材 有业,
本人今天自己打板了华翠珠宝！行情还是不稳定，大家可,26282,350,20220919,1139.04688,打板 华翠 珠宝 不稳定,
美股真不要脸，又创新高,5996,3,20180418,11.07225157,真 不要脸 又创新高,
下午闯关3000，前提条件是大霄别说话！,2969,3,20190406,10.96541357,闯关 前提条件 大霄别 说话,
【收盘简评】北上资金今天买了57个亿，指数震荡向上，,1344,5,20210414,17.34493974,收盘 简评 北上 资金 亿 震荡 向上,
我今天中午看了别人的文章，突然有一种灵感，如果想要,1415,8,20210227,27.10276475,文章 一种 灵感 想要,
东财帖吧已有半年多，感谢1.5万粉丝的支持鼓励，最近,2411,46,20210327,150.683769,东财帖 已有 半年 支持 鼓励,
今天终于卖了，洗手从此不在踏入股市半步！10年间28万,6986,5,20180922,17.59548,卖 洗手 不在 踏入 股市 半步 年间,
现在终于没有叫重大利好，千股涨停的狗托了吧，一群沙,1921,8,20190506,27.14923458,利好 千股 涨停 狗 托 一群 沙,
我个人的看法。第一支撑就是2700，2700破了就是2000。,15955,28,20180806,92.47101388,第一 支撑 破,
20220214～卧龙午盘小憩。,1649,13,20220214,43.37602723,午盘 小憩,
与庄共舞天堂湖：精准分析！,1476,12,20210127,40.10918023,庄 共舞 天堂 湖 精准 分析,
我就是这么操作的[哭],1097,6,20190828,20.56407232,操作 哭,
秦川机床明天可能有一个涨停板[献花][献花][献花],7637,15,20180218,50.10902298,秦川 涨停板 献花 献花 献花,
还是看月初的帖子吧、5-31号卖了今天在卖一部分、下周,3329,15,20210610,49.98280983,月初 帖子 卖 卖 一部分,
说说拓邦呗,1554,9,20221019,30.36700786,拓邦,
各位好，最近有人冒充我(乐少侠）行骗，大家需谨慎，,3267,36,20200420,118.2299522,有人 冒充 我乐少侠 行骗 需谨慎,
对“”‘大盘还有400点左右的下跌空间’“”的一点补,1151,4,20210730,14.07137636,下跌 空间 一点 补,
今天早盘兆驰股份会洗一下盘，11点才会突袭拉涨停，所,1410,7,20200226,23.85222669,早盘兆驰 股份 洗 盘 突袭 拉 涨停,
本地收割机不夠用，又进口一批洋收割机一齐割呵。,2615,6,20180123,20.69611509,收割机 不夠 进口 一批 洋 收割机 一齐 割,
话不多说，周一开始长阳立桩。三月开始大家发财！,1709,17,20200301,56.38145972,话 说 周一 长阳 立桩 三月 发财,
宁德茅台下跌了约30%，能买了吗？,3146,20,20220328,66.22421555,宁德 下跌 约,
7月12日参考特二五,17581,7,20180803,24.23576525,参考 特 二五,
炒股专业户每日一览之上证指数 今日盈利11万2千元,1125,4,20210823,14.06790338,炒股 专业户 一览 盈利 千元,
借势先收拾杠杆融资盘是不成文规矩[滴汗][摊手],2442,28,20200202,92.18571098,借势 先 收拾 杠杆 融资 盘 不成文 规矩 滴汗 摊手,
年初本金：500000。今日赢亏：一6300。收盘市值：2072,9978,210,20210615,683.8996652,年初 本金 赢亏 收盘 市值,
从今天开始一周之内砸到第一目标位2750附近,2944,3,20190409,10.96412823,一周 之内 砸 第一 目标 位,
支持发新股支持发新股,5728,38,20180630,124.8153011,支持 发 支持 发,
62元买入的朋友，牢牢捂住不放，可能比12元买入朋友赚,1331,22,20211015,72.59346232,元 朋友 捂住 放 元 朋友 赚,
指数上周末说了，这周总体震荡向上，今天缩量调整，问,8984,84,20190716,274.3837144,上周末 说 总体 震荡 向上 缩量 调整 问,
大盘目前无大跌风险，稳定运行在慢牛的合理区间内,3804,32,20220621,105.2530842,大跌 风险 稳定 运行 慢牛 区间,
收盘注意听   下半年A股的基金我将会有大动作！,8704,9,20210723,30.62890161,收盘 听 下半年 基金 动作,
本轮反弹缺资金的可以关注我的最新模拟组合！一起探讨,1340,11,20200211,36.84448668,本轮 反弹 缺 资金 关注 最新 模拟 组合 探讨,
我和我的小腰三尺六：,4663,5,20180526,17.5340329,小腰 三尺 六,
20200117周五收盘贴。先回顾昨天收盘贴说的：收盘贴海,9069,52,20200117,170.3851458,周五 收盘 贴先 收盘 贴 说 收盘 贴海,
短期底部和反弹近在咫尺,1394,17,20221222,56.35049197,短期 底部 反弹 近在咫尺,
收盘，今日主力终于露出了狰狞的面目，连续两天通过拉,2461,25,20220609,82.43688906,收盘 主力 露出 狰狞 面目 连续 拉,
说说独角兽,32454,60,20180703,196.5789439,独角兽,
这盘面发帖让我更新，也没啥好说的啊，和前天发帖观点,1469,34,20221223,111.6084576,盘面 发帖 更新 没 说 前天 发帖 观点,
3月折磨、4月惊喜、5月抬头！,2468,24,20210323,79.1873208,折磨 惊喜 抬头,
