Title,Readership,Commants,PostingTime
新人,413,2,2023/9/25
剩下两天抹去零头，剩三千过节，节后还是乖乖回到两千,423,0,2023/9/25
《启动对国联国金证券核查程序，关注部分公司蹭新冠病,563,1,2023/9/25
上证最近三个月资金出逃严重，看月K线！,380,0,2023/9/25
最近看到一则消息，是炒期货狂赚7个多亿的秦安股份，,593,0,2023/9/25
9-25收评 今日已加仓，坐等拉升,538,2,2023/9/25
3208点能成为节前最低点么？股市今天晴转多云，军工倒,750,4,2023/9/25
下周正式进入反弹周期，3200点没打到，还可以，节后一,486,2,2023/9/25
今日两市成交缩，寥寥5000多亿，除了军工和券商等少数,830,1,2023/9/25
中国联通5.06的本，哪个大神给指点下，看有必要再补吗,406,2,2023/9/25
A股再创调整新低3210点，这个信号代表“转折向上”还,10205,82,2023/9/25
下周最后一个死多头券商瓦解暴跌。,595,2,2023/9/25
退二进一已经连续三拨了！感觉龙头和主力都在等什么消,511,1,2023/9/25
连续亏了一个礼拜,379,0,2023/9/25
股市，比我们的宇宙复杂。宇宙虽大，但是总还有固定的,693,2,2023/9/25
今天要不是证券护盘，肯定会破3200点，现在是涨也不敢,357,0,2023/9/25
公道自在人心，这次监管层动作比较迅速，刚正不阿，上,824,5,2023/9/25
论盘口的功与过,661,1,2023/9/25
大盘跌破3220了，很尴尬，专家建议卖出啊！,428,0,2023/9/25
天天所谓的大神给你说什么单轴反弹乱七八糟听不懂的话,443,1,2023/9/25
因为要上一只鱼，一只蚂蚁，都是猛兽！吓坏大盘。,359,0,2023/9/25
你们真笨啊，如果消息提前泄露，国金证券就不会盘中几,395,0,2023/9/25
今天尾盘全仓买进重庆钢铁，下周我会不会赔个底朝天啊,381,2,2023/9/25
下周反弹，持股过节,5950,27,2023/9/25
跟寥寥几个粉丝们随便说说，本周赚钱真的好难。本周一,374,0,2023/9/25
这个星期天交易嘛,398,1,2023/9/25
节前大盘有反弹，该持股过节吗,404,0,2023/9/25
大盘今年涨幅才六个点不到，这也算牛市吗？,462,2,2023/9/25
一周绿五天，唉。这是以后常态吗？还是进一退二，还是,559,8,2023/9/25
下周3000点。千万别相信什么3200点是防守位置，都是骗,388,1,2023/9/25
每周五记录一下,376,0,2023/9/25
9.25剩24.12卖飞新余，让我哭一会。,759,9,2023/9/25
市场情绪到了冰点,686,3,2023/9/25
顺带补充句如果时间到了、大盘没跌倒3174附近我会采取,1940,16,2023/9/25
地产带来的阴天\\总体：沪市成交金额2207，创业板1714,362,0,2023/9/25
3198跌破，你还在意牛市的话，韭菜是一辈子的,352,0,2023/9/25
昨天和今天共亏5000,467,2,2023/9/25
2021年大致要见到的点位,732,1,2023/9/25
下周 上海可能跌到3000点,363,1,2023/9/25
下周大盘会跌停吗,421,2,2023/9/25
9-25祝大家周末愉快、我觉得大盘3174附近我就会开始重,478,0,2023/9/25
2020年1月2日到今天9月24日整个A股市场发行IPO规模以,372,0,2023/9/25
今天成交5000多亿不要相信忽悠唱多的那是想让你做接盘,373,2,2023/9/25
跌了一个星期，今天IPO能减点量吗？,379,2,2023/9/25
珍爱生命，拒绝黄股毒！,387,2,2023/9/25
跑赢指数，结果亏的钱全是主板和中小板[哭][哭],410,2,2023/9/25
麻烦天天在股市预测的大神们，休息休息可以吗？预测是,933,1,2023/9/25
体量越来越大，可以考虑增加交易时间了！每天六小时合,368,1,2023/9/25
其实从2018年年底开始，牛市已经来了，当时只要买入券,664,2,2023/9/25
周五，创业板以2551点高开，冲到2570点后调头向下，本,562,1,2023/9/25
杀猪盘,366,0,2023/9/25
《每日更新——年内净资产达50万目标》今日盈亏-105,567,3,2023/9/25
听说现在唱多会喷是吧？大盘拉高后在3300附近横了三个,746,2,2023/9/25
各位股友，下午已经动用证券护盘，请问为什么连证券都,548,2,2023/9/25
看起来没啥问题，但我心里清楚，又被套了,373,0,2023/9/25
前两天我一直提示逢跌买光启技术，被人骂，现在证明了,621,6,2023/9/25
《每日一帖，向着50万目标》净资产57133 当日盈亏-115,1432,31,2023/9/25
我觉得自己上周选择清仓彻底告别股市是十年炒股生涯作,508,2,2023/9/25
年内资本市场中数则证券行业的并购重组消息屡屡牵动投,1597,0,2023/9/25
《周线缺口大隐痪，下周任务补缺囗》,394,0,2023/9/25
节前，外资要走，内资说我不会给你抬轿，然后，外资有,423,1,2023/9/25
世上只有一种成功，就是用你喜欢的方式度过一生。不泯,455,0,2023/9/25
收盘复盘，大家需要分析个股的，直接在评论区留言即可,1803,86,2023/9/25
中期回档行情——继续等待反弹信号成立的机会,1217,9,2023/9/25
做到“见好就收”是最容易也是最难,924,23,2023/9/25
9月25日收盘点评,688,3,2023/9/25
一个月没看盘赔了一年半的利润，好牛的大盘，好牛的庄,370,1,2023/9/25
这种长假疯狂休市，导致节前资金持续流出，不跌那才叫,408,2,2023/9/25
共振雏形，再现地量,11717,41,2023/9/25
追加一单，本来很想把今天追加的给平了，不过还是贪婪,1028,0,2023/9/25
今天看的出来都在出货证券维稳，下周大盘正式开始下调,400,1,2023/9/25
今天刚好反弹到最低压力线，下周绝对降低仓位到十分之,363,0,2023/9/25
恭喜大盘连跌一周,422,2,2023/9/25
今日指数午后弱势震荡，券商板块发力走高，旅游、军工,743,2,2023/9/25
既然选择了就只顾风雨兼程[旺柴],1867,57,2023/9/25
没有什么要说的一个字等暴涨或暴跌我等你你的脚步蹒跚,352,0,2023/9/25
虽然红了但是还是挺害怕的，股市这把杀猪刀,530,3,2023/9/25
这肉割的太疼，就此潜伏，无大肉绝不出来,1338,15,2023/9/25
最近猴市玩得很闹心，原本高抛低吸超短操作因为身体原,634,4,2023/9/25
今天盈利6736没买股，也不卖股。扛到大盘明朗再说吧。,3940,28,2023/9/25
总资产:287778收益率:13.5%仓位:防守型—21%上证3219-,1677,4,2023/9/25
#虽千万人吾往矣#我8月15号时，就分析过区间，3214-34,6792,54,2023/9/25
老乡别跑，大国牛来了,414,0,2023/9/25
9.25收评 说下什么是股市的前瞻性，怎样做到预判到位,518,0,2023/9/25
2020.09.25可转债交易记录,927,15,2023/9/25
在市里做人做的事！只需去把握技术规律。,662,7,2023/9/25
下周券商集体起飞，箭在弦上，不得不发！！！,611,3,2023/9/25
【振奋精神：今日亏790】遵守纪律，保持克制，警钟长,530,6,2023/9/25
嗯，差不多了，60分钟级别macd有底背离趋势,393,0,2023/9/25
【原计划】持股不动【实际操作】好无聊的盘面，努力睁,784,0,2023/9/25
回调应该到底了吧。,428,1,2023/9/25
弃守3200.多头即将上演欲擒故纵大戏.,791,1,2023/9/25
今天最低跌到了3208，大盘在新低后形成了60分时和120,2160,11,2023/9/25
大盘为保指数，为了ipo红，还是绿了，脸都不要了。这,352,0,2023/9/25
大家都不愿意持股过节，那就要持股了,387,2,2023/9/25
今日收盘，沪指报收3219.42点，最高3239.47点，最低32,789,0,2023/9/25
随时准备跑路,1273,20,2023/9/25
昨天推荐的短线股浙商证券，今天差点涨停，收盘涨了六,388,0,2023/9/25
一直坚持持有的股票，是惯性持有还是真的值得期待？节,437,0,2023/9/25
未来有确定发展潜力领域只有5G应用！互联网红利见顶，,364,0,2023/9/25
下周的判断和操作（9.28-9.30）,3697,14,2023/9/25
今年大牛市有赚钱的吗？想割肉又不甘心...,366,0,2023/9/25
下周继续凉凉,382,1,2023/9/25
3150点马上见到,424,2,2023/9/25
经常看到，神一样的逻辑：茅台不倒，永无牛市。,470,0,2023/9/25
还是那句话，我们没理由跟随欧美下跌，崛起的大A走自,366,2,2023/9/25
给证券公司打工了,387,1,2023/9/25
我讲故事，给你们。[大笑][大笑]我有1万亿市值。我持,526,3,2023/9/25
今天割肉三九，期待换股回本。9.39卖出中来，留100股,499,1,2023/9/25
长沙阳明山有神仙，聪明的不要冒充，称呼小仙女对自己,435,0,2023/9/25
上证指数周线很难看啊，是不是要补缺口？[想一下][想,355,0,2023/9/25
地量见地价，量能这么低，都已经没人玩了，谁会去砸盘,541,3,2023/9/25
年年一个套路：1月2月行情启动3月4月群魔乱舞，5月6月,484,0,2023/9/25
〖重大收购〗强烈恳求中国的各位股民，各位人民，发动,582,2,2023/9/25
下周撤资，不管涨跌[大笑][大笑]好好研究本科生，是如,366,1,2023/9/25
一增二配共发三债，只识四商（誉减值）五财（务造假）,351,2,2023/9/25
好好把握黎明前的黑暗！,364,0,2023/9/25
今天申购，看是金龙鱼，没有参加,358,0,2023/9/25
金力泰持股过节，节后必有厚报，立帖为证,364,1,2023/9/25
估计下周继续下跌，因为券商股也被查了，券商股今天是,523,2,2023/9/25
只要敢涨必打击，跌了没事。这就是目前趋势。这种氛围,632,2,2023/9/25
近五日要人命的走势,363,1,2023/9/25
继续卖出是主旋律，等待深度调整带来的机会。未来反弹,482,1,2023/9/25
股市确实是个害人的地方，我自己的真傻，为什么买股，,362,0,2023/9/25
每日一帖,366,0,2023/9/25
下周接着跌。外围股市风险进一步扩大，而A股虽然指数,4757,26,2023/9/25
股市，有一种定律叫～趋同性！当所有人跟随一只大鸟叽,549,5,2023/9/25
下周走势展望。下图中是大盘和创业板的K线图，下面那,13173,83,2023/9/25
我发起了一个投票，【#上证指数#3220】，快来参与投票,556,1,2023/9/25
我是股市小白！炒股一年多，做的都是价值投资，稳是稳,674,3,2023/9/25
节前综合症 2020年第180个实盘日记,1261,15,2023/9/25
5月25日地量后，开始上涨,362,2,2023/9/25
浅谈集合竞价--周末版,1649,17,2023/9/25
下周九月收官战！,940,2,2023/9/25
行情没有结束，今天好好的复盘了一下，大国牛，就是这,413,2,2023/9/25
节点到了，两市成交额5600亿，要不继续大跌放量要不就,377,0,2023/9/25
如果你是散户，希望你别听信这里大师的话，能走就走，,364,0,2023/9/25
毫无疑问，今天最大的看点是量能，沪指出现了2207亿的,632,0,2023/9/25
【双节之愿】千年之疾奔人间，万千医护冲在前。转瞬双,547,0,2023/9/25
万亿资金要来中国股市调整接近尾声能入场了吗？观点：,375,0,2023/9/25
我现在越来越能感觉到我就是股神，大盘的涨跌全在我的,379,0,2023/9/25
每一个花絮都是像阳开，它的美艳是吸收日月精华，虽然,400,1,2023/9/25
券商不护盘今天3200都丢了看看就好,629,2,2023/9/25
辽宁成大，长春高新,394,0,2023/9/25
中报业绩负1分5厘。不敢恭维。如要创前高，恐怕三季报,510,0,2023/9/25
刚看了一下大盘，这波牛市要到6300左右！期待一起见证,574,2,2023/9/25
是谁将两市成交量带入熊市？是“注册制”吗？,378,0,2023/9/25
今天新疆概念股好几个跌停板摩擦告知跟风更消息面的朋,399,0,2023/9/25
90后的我在有生之年能不能赶上这场慢牛！,467,4,2023/9/25
我不爱听一个个死空头瞎咧咧，下周满仓不叨叨，节后券,543,0,2023/9/25
垃圾到一种境界，买的每天资金流出的每天跌，每天资金,376,0,2023/9/25
个人觉得上证会调整到120日半年线，点位3100左右，可,530,4,2023/9/25
指数温水煮青蛙，又破了前低，仓位重的心理恐惧越来越,524,1,2023/9/25
准备抄底吧，低点即将出现!!!,377,0,2023/9/25
从性价比看，二市目前最可优选炒作的是尖峰集团！无可,582,3,2023/9/25
大涨的就调查，大跌的就是正常，还玩个毛啊[大笑][大,535,4,2023/9/25
从性价比看，二市最好的是尖峰集团！,455,1,2023/9/25
这就是金九？,414,2,2023/9/25
我感觉10月以后必有一波拉升因为如果市场低迷像蚂蚁金,502,0,2023/9/25
干啥啥不行，发新第一位，估计有好处！涨了就要查，跌,412,0,2023/9/25
新股发的史无前例，大盘这怂样谁之过？,490,2,2023/9/25
下周跳空高开高走，不信你们看吧！,623,5,2023/9/25
主力这次干的漂亮，让九菜深套一个都跑不了，被动持股,480,1,2023/9/25
今晚吃韭菜,408,0,2023/9/25
最近虽然跌不少，还出了新低，但恐慌盘并不多，因为这,425,0,2023/9/25
完了，欧爹又跌,376,0,2023/9/25
今天最大的隐患就是没有顺势击穿3200……,357,0,2023/9/25
总感觉下个月主力也不会给我们好日子过，为什么非要连,477,1,2023/9/25
我发起了一个投票，【#上证指数#下周一继续跌吗？】，,536,5,2023/9/25
还是符合预测，周末无利好，下周继续跌。,928,5,2023/9/25
2020.9.25本周爆亏1.8w总亏损24.7w心态有点崩，股友们,3172,30,2023/9/25
从成本24.732补到了10.671，还要再补吗？,467,2,2023/9/25
重大利空来袭！复牌大概率直接跌停板！证监会新闻发言,18011,192,2023/9/25
九月份亏了今年25%利润。太坑了,441,2,2023/9/25
吧里有位朋友说，他这几年拿着省吃俭用的生活费，从28,1359,9,2023/9/25
随时退出股市都是正确的选择[大笑][大笑][兴奋][兴奋],1093,10,2023/9/25
清空所有股票，让牛市的谎言见鬼去吧。,495,2,2023/9/25
还好这周大跌的前一天都提前预判正确而空仓，次日选好,394,1,2023/9/25
“有量有行情”“有量有机会”！今日5692亿，上个交易,447,0,2023/9/25
吃相太难看了还敢有幻想吗,383,0,2023/9/25
下周，周线及120分钟走势猜想图！今天地量情绪冰点，,8105,143,2023/9/25
N中谷成妖吗？上市第一天涨停开板再涨停。[微笑]9月25,374,0,2023/9/25
一周跌四天亏5天,463,2,2023/9/25
心死了，再想燃起，难,450,2,2023/9/25
海通证券：目前指数已经运行到了3174-3458点箱体的下,437,0,2023/9/25
已经是熊市了。每次反弹就是走的时候。,358,0,2023/9/25
今日两市成交量不足6千亿少得可怜。资金都被发行新股,352,0,2023/9/25
我拿有七个股，前几天大盘涨60多点吋，我的股最高涨1,382,2,2023/9/25
大盘沒怎么跌，个股跌成了狗。,425,1,2023/9/25
看涨跌家数，造不了假,356,0,2023/9/25
为什么尾浪只能在2027-2028,537,0,2023/9/25
今天沪深股市如预期呈震荡洗盘格局，两市成交量进一步,460,0,2023/9/25
如此的量真没人玩了,351,2,2023/9/25
财富Android版赛为智能股东承诺不减持，28，29号3万亿,357,0,2023/9/25
年底前GDP回升是国家重点，大基建是下半年的重点！,465,1,2023/9/25
预测通常也有4个步骤，第一把假设的东西，当成现实。,397,1,2023/9/25
风雨过后便是晴天,717,3,2023/9/25
《每日一贴  9月25日》今天回血8K，今年还亏10万,861,5,2023/9/25
指数下周有望迎来翘尾行情,639,4,2023/9/25
记录一下，比去年好多了,642,3,2023/9/25
OK，现在股市已经收盘，相信大部分散户都亏钱了吧，没,513,0,2023/9/25
SSATM_CN大盘预测：今天大盘在3208（预测位置3305）和,367,0,2023/9/25
大盘风险再次提示，大盘周线级别你们自己看，是不是很,508,1,2023/9/25
说实话，股市的钱是真好赚。实在无聊说几句话，以后不,408,0,2023/9/25
最近接连发生高位或高价白马股或个股出现闪崩跌停，预,472,0,2023/9/25
【庄主系列】完美收割,1293,17,2023/9/25
对于后市走势，狐狸们纷纷发表看法：牛肉还在，等我分,554,10,2023/9/25
9-25:上证指数收盘3219，净资产36.02W，持仓市值34.59,1176,21,2023/9/25
0925周五:半路：腾邦国际、英特集团喝汤：万方发展（,437,2,2023/9/25
一个判断错误，后续接连犯错，谨记市场情绪，若有若无,355,1,2023/9/25
常在河边走那有不失蹄。出来打打嘴皮而已。何必当真。,417,1,2023/9/25
20万本金实盘交易记录。大盘极度缩量震荡，个股普跌。,644,4,2023/9/25
节前确实不好做，每次节前都是半死不活的。新赛苏垦一,488,0,2023/9/25
今日实盘连续8天大面，疫情概念今天太坑了，支援了一,790,15,2023/9/25
金龙鱼（预计139亿）蚂蚁集团(预计1000亿)吉利汽车(预,548,0,2023/9/25
是技术性调整！不要怕！我们还在牛市！3300点是历史大,652,3,2023/9/25
9月趺一个月了[哭][哭][哭][哭][哭]想死,492,3,2023/9/25
等我出去后，以后再玩股票不是人,661,9,2023/9/25
【回本路】【9月25号】何时是个头？回本之路遥遥无期,563,2,2023/9/25
没有见底迹象，继续观望！,414,4,2023/9/25
连亏4天，终于在最后一天盈利几百，太难了,519,4,2023/9/25
本周的星期天开市不,354,1,2023/9/25
昨天大跌，今天竟然连个反弹都没有，为什么不一下子跌,553,2,2023/9/25
黄斌汉：魔咒再现！一类股现闪崩潮，节后一大热点预热,530,0,2023/9/25
[百万炒股之技术王道：第四十五天]总资产：864689.82,1181,16,2023/9/25
周一跌白点[加油][加油][加油],542,4,2023/9/25
大盘没跌，个股跌成，牛逼啊,398,2,2023/9/25
我向大家保证再也不炒股了,816,7,2023/9/25
9-25:周未日记：上证指数收盘3219，本金130万元79％仓,424,2,2023/9/25
25万，玩了八个多月，赚了3万1【今日买入10776元，卖,1509,12,2023/9/25
筑底接近尾声2100成交量2440的时候才1100一年半增加了,612,0,2023/9/25
大盘目前已经调整到了理论调整目标区域价值中枢“3210,373,1,2023/9/25
3150还摸不摸？？？？？？？,509,3,2023/9/25
你们是炒指数的嘛[大笑]你的股票连指数都跑不过趁早换,592,3,2023/9/25
股市真的害人，别买了，远离它看他们主力和国家自己玩,873,7,2023/9/25
有时候真的是越在意越失望，偶尔操作还有点收益……,477,1,2023/9/25
存量资就是存量资金我博弈有什么用啊，证券拉尾盘，又,433,3,2023/9/25
兴业银行，继续加1888万,370,1,2023/9/25
又绿，还让不让人过周末了,373,3,2023/9/25
怎么涨不上去啊,509,5,2023/9/25
大盘2500时我也没有赔的这么惨！而且2500到现在我未曾,477,2,2023/9/25
自从创业板注册制后，人就变得贪心了，以前几个点利润,642,3,2023/9/25
害怕了，不敢买了！有钱放着也不敢买！,446,1,2023/9/25
没有反弹，就是诱多，进多少死多少，一个也跑不了,417,2,2023/9/25
下周肯定大涨！,746,7,2023/9/25
002087新野纺织加仓480万[大笑][大笑][大笑]闭着眼睛,790,4,2023/9/25
周日大涨[兴奋][兴奋],407,2,2023/9/25
抄底可以开始了,980,25,2023/9/25
上证今天是会收红，尾盘拉证券,547,5,2023/9/25
严查北上资金。幕后操手,444,2,2023/9/25
9月25日个股提示,1053,7,2023/9/25
节前3200点必保，这是任务！,391,2,2023/9/25
证券这一来一回又匡了多少人进来了呵呵呵,487,3,2023/9/25
肯定红，今天星期五,419,2,2023/9/25
看周K线，大趋势向下。,364,3,2023/9/25
也不知道改革改好了，还是坏了，反正自从创业板改为20,397,3,2023/9/25
资金已经出现的背离。正在筑底的过程。[微笑][微笑],468,3,2023/9/25
睡醒午觉，突然有感，股票折磨了我3年多的内心，最后,452,3,2023/9/25
节前情绪本周释放完毕，下周两天应该有意外的反弹，主,556,4,2023/9/25
红指数发新股，欣欣向荣,379,2,2023/9/25
只有让那些卖出的人看到赚钱效应，让他们后悔，才有机,470,1,2023/9/25
外资在流入，美期指在涨，还有人在不计成本抛售，看不,570,3,2023/9/25
中原环保环保三次违约资产注入，再次承诺年底资产注入,396,0,2023/9/25
人的一生要面临许多问题，我们要勇敢的活着，接受生活,464,1,2023/9/25
你今天在是割肉呢，还是在抢筹呢。这里没有恐惧只有贪,364,2,2023/9/25
完了，上午清仓了！！！踏空了！！不能听专家的！,520,4,2023/9/25
为何我限价委托3.49元买的股票，实际成交价确是3.62元,1882,7,2023/9/25
探底成功，下周反弹迎红十月。,396,2,2023/9/25
证券！银行！保险！是不是一起动？周二发的帖子注意下,1085,19,2023/9/25
绝地反击,479,6,2023/9/25
真厉害，瞬间拉升,764,8,2023/9/25
多头出来走两步，在这个社会，抱有美好愿望的人，大多,404,0,2023/9/25
幸亏被套，不然过节就花光了[俏皮],352,2,2023/9/25
牛市不变，坚持买买,360,3,2023/9/25
冲啊！傻啊！上一个箱体已经形成（3458—3220），下一,448,2,2023/9/25
还以为能拉一把，然后60分钟线低点背离，然而，拉上去,402,1,2023/9/25
下降通道己成！汶慕右半边！,432,1,2023/9/25
有种砸到收盘,414,5,2023/9/25
今天感觉哄不了,424,3,2023/9/25
目前看，对a股充满绝望,488,3,2023/9/25
个股比二千七还低！奇哉怪哉！,850,4,2023/9/25
"7月中询空仓到现在，等待虽然难熬,但是如果没有到达自",354,1,2023/9/25
这个星期大盘感冒了，不要参与了，等感冒好了再说[哭],368,1,2023/9/25
结构牛结构牛结构牛结构牛，呵呵,413,0,2023/9/25
最后给主力的告白，而立之年了散户已经满仓，啦啊啊啊,378,1,2023/9/25
指数没跌多少，个股总是跌得更厉害，这是为什么？,799,8,2023/9/25
再也不玩了，亏了三万，走了走了,695,6,2023/9/25
两点半加速下跌,494,6,2023/9/25
急急如律令！两点已到，开搞！满仓！节前开启反弹，节,550,3,2023/9/25
券商功劳最大,833,5,2023/9/25
试一下怎么发帖[俏皮],816,8,2023/9/25
现在市场和2018年一样，大资金离场，没有承接力度，很,665,0,2023/9/25
大盘反弹不过这行情不太好啊，周五先空仓观望吧,350,0,2023/9/25
大佬们基本已经休息了，外资开始撤离了，只剩下小散户,1113,6,2023/9/25
3000点保卫战会重演吗,770,9,2023/9/25
3200去了，下周3100，节后3000,878,7,2023/9/25
下跌周期，跌到2400,406,1,2023/9/25
大家猜猜看[好困惑][好困惑]我们这市场是什么牛[大笑],487,5,2023/9/25
9.25下午盘中,2945,13,2023/9/25
忙了5个月，利润全部回吐，套路太深了！,643,3,2023/9/25
ST康美  9月25日,435,2,2023/9/25
券商一拉就涨点，加油,422,2,2023/9/25
盘面持续阴跌磨刀！新股持续发行数量增加！经济复苏缓,413,0,2023/9/25
做空的天天躺着数钱，太容易了[囧],357,1,2023/9/25
起飞开始，让我们一起见证，涨到3600.,413,3,2023/9/25
急跌才能买，阴跌就是杀猪,415,3,2023/9/25
尾盘必红,370,6,2023/9/25
盘口喊：多头快来救！空头快要攻进指挥部了！,8479,75,2023/9/25
第一目标3150，第二目标3080，再定方向,423,2,2023/9/25
该护盘了吧，别忘了今天是周五哦！,397,3,2023/9/25
周一到周五，看看这几天的阴线，就没停过，要跌就快点,661,7,2023/9/25
节前肯定大涨！,462,2,2023/9/25
报告，我空军已拿下3200,443,2,2023/9/25
这个月把两个孩子明年的学费亏进去了，信用卡还有三万,1337,9,2023/9/25
今天最低点，可以抄底了,753,5,2023/9/25
将要向3170进攻了，有缺必补。,411,3,2023/9/25
高开低走，平开低走，低开低走，跟跌不跟涨。,2831,10,2023/9/25
9月25日，中午，这行情不用看了，要做啥技术分析啊？,474,3,2023/9/25
9.25最后一小时，可能会有很多股票加入20%跌停大军,472,4,2023/9/25
现在真的是牛市吗？[怒][怒][怒],366,3,2023/9/25
一定会跌破3174，最擅长挖坑！,857,11,2023/9/25
甭管怎么开，就是低走！,446,3,2023/9/25
现在市场其实抛压并不重，缩量下跌，说明空方实力也不,541,0,2023/9/25
完蛋了，新的一波下跌开始了,473,2,2023/9/25
3200今天明天3100,700,9,2023/9/25
主跌浪进度条已推到90% ， 下一个阶段将是“情绪麻木,411,0,2023/9/25
不少人看上证指数炒股。指数怎么来的？不是个股板块上,405,2,2023/9/25
小散被逼在悬崖边，机构报团股暴涨足够机构做业绩，然,421,3,2023/9/25
差30-40个点死都不下去补缺口看来主力还是有目的（任,353,0,2023/9/25
耐心点…很快啦…[鼓掌][鼓掌][鼓掌],474,7,2023/9/25
说好的牛市呢！,487,7,2023/9/25
这是向下突破的走势，但是还有很多人在所谓专家的诱导,495,2,2023/9/25
亏了好多怎么办？555,351,1,2023/9/25
，足足跌了一个礼拜，世间少找,1700,29,2023/9/25
英科医疗，牧原股份，山西汾酒，北京君正，海天味业，,902,3,2023/9/25
牛市来了，好紧张,362,1,2023/9/25
解套永不进股市了 伤身伤财 再涨也不稀罕,1360,21,2023/9/25
这指数一看就是拉尾盘。,606,5,2023/9/25
冷冷清清的行情啊！持仓过节算啦，现在都三千二了怕什,372,3,2023/9/25
弱弱的问下从六月底到现在有多少人在所谓的这波牛市赚,27154,381,2023/9/25
今年行情结束,390,0,2023/9/25
还是买房吧，售楼小姐说房子还得涨价[大笑],397,1,2023/9/25
磨磨叽叽的，还在洗。直接干到3200不行吗,407,3,2023/9/25
个股跌成翔了，真硬啊,435,3,2023/9/25
股灾了,431,3,2023/9/25
黑色星期五！,716,9,2023/9/25
3205--3210区域反击！,355,1,2023/9/25
2020年第四季度，券商板块将会红红火火，尤其是带有合,706,0,2023/9/25
大盘没怎么跌，个股已经下杀傻了，没20个点的都算抗跌,490,3,2023/9/25
不好，中埋伏了,390,2,2023/9/25
A50，期指全部大单做空，上全部做空，活埋了,910,4,2023/9/25
上证和恒生基本同步整理，基本向下大势所驱。,468,0,2023/9/25
投资笔记9.月25日:对300117分析，该股站稳月线，周线,559,14,2023/9/25
此生不再入A股,1398,19,2023/9/25
仙股成堆，沪A已经快被投资者抛弃了,398,3,2023/9/25
喝茶看戏。喝茶看戏，暂时不抄底，跌破3200点神机也不,2635,7,2023/9/25
每个人都在赔钱，这还是自己的原因造成的吗？,677,6,2023/9/25
国内的机构，公募基金，还有券商，都是一个，被北向资,413,2,2023/9/25
看看这可怜的成交额，解套马上销户，这几年炒股感觉自,364,1,2023/9/25
还有十几个点，就到3200，大家还卖？,736,12,2023/9/25
一浪比一浪低，刷新下限的节奏么，别又两点半拉回来,803,10,2023/9/25
9月份到目前为止，主板就是熊市。只要不买就不会亏,351,4,2023/9/25
跳水大队两点半准时打卡上班！,797,13,2023/9/25
我发起了一个投票，【#上证指数#现在是牛市吗？】，快,758,2,2023/9/25
在股市里的人经常有一种偏离技术面的期望，由于期望往,435,0,2023/9/25
我发起了一个投票，【#上证指数#你会写关于大A的诗吗,397,2,2023/9/25
节前没戏了,389,5,2023/9/25
周末重大利好要来，券商大合并。尾盘大幅拉升可能很大,480,3,2023/9/25
都先跑出来了，说啥好,452,4,2023/9/25
证券在帮忙往上拉，但为时已晚，下午收盘可能跌到3180,350,2,2023/9/25
美期货涨着，你还在跌，卧槽,375,4,2023/9/25
干脆跌破3200开始攻击加油加油,372,0,2023/9/25
缩量了，今天这恐怕是跌不破3200哦,396,5,2023/9/25
一浪更比一浪低,351,3,2023/9/25
如果不是券商护盘，早跌丢了,412,3,2023/9/25
北向资金每天10亿就能把A股搞的死去活来，完全没有自,355,1,2023/9/25
昨天大盘大跌，我亏1900，今天还亏1900多。谁能告诉我,495,4,2023/9/25
真的崩溃了，跌的一点脾气都没有了,469,4,2023/9/25
讲个笑话：科技股！1、科技股我们都玩烂了，早就撤离,1126,0,2023/9/25
两市无一连板，市场氛围较为恶劣，中谷物流甚至出现了,390,1,2023/9/25
没钱了，还过什么节,517,4,2023/9/25
目前空仓。后面个股尽可能一只一只做，不持有太多。做,378,3,2023/9/25
9月25日，上港集团与蚂蚁集团在外滩大会签署战略合作,381,0,2023/9/25
兄弟别走！一会就大涨！,485,5,2023/9/25
清仓离场，10月观望!7月2号大盘跳开缺口是一定要回补,417,2,2023/9/25
新大陆亏了6个点，有朋友指点下吗？这几天是否会一直,411,1,2023/9/25
恒大已经澄清过了，股价依然爹，恒大汽车更是大跌超13,449,2,2023/9/25
下午会涨尾盘回落然后收个十字星下周一大涨,441,3,2023/9/25
我去nmd慢牛，把老子7月份之前赚的全部吃了不说，还亏,460,2,2023/9/25
区域,17089,22,2023/9/25
今天定了一个小目标，一年内炒股赚200%，从今天开始，,959,2,2023/9/25
金龙鱼顶格申购(151个号)的中签概率或可达到15%-30%，,1314,1,2023/9/25
标准5浪结构，C5浪下跌探出本轮回调低点，节后开启反,13231,86,2023/9/25
这东西和200块钱，100倍pe，一瓶的酱油有什么区别？,429,0,2023/9/25
继续跌！目标没到达必须跌[得意][得意][得意][得意]空,381,2,2023/9/25
九月初一直坚持%50国债逆回购%20错杀优绩股%20指数etf,431,7,2023/9/25
讲个故事，月末大黑马，笑死我了。另外博瑞纵横直播间,414,2,2023/9/25
精准预测，故事才刚刚开讲，看把你们激动的,767,15,2023/9/25
大盘从2800涨到3400点我的账户只涨了15%从3400跌倒320,1602,11,2023/9/25
这个基金可以吗[为什么],605,6,2023/9/25
抄底与逃顶！,972,3,2023/9/25
利好金力永磁，暴跌金力永磁。44.3进场[晕][晕][晕],360,0,2023/9/25
其实主力也怕出不了货，等出完货就不会这么温柔[想一,381,0,2023/9/25
为何上证指数总是最弱的？这是有构成上证指数个股的股,453,1,2023/9/25
